BOLETANUM,ARTICULO,CANTIDAD,COSTO,FECHAENTRA,FECHAVENTA,VALORVENTA,INTERESES,VENDIDO,COMPRADO,GRAMOS,IVA,NUMFAC
 10725,RELOJ PH.SANDOZ.,0,70000,2004-09-01,2012-05-15,70000,0,True,False,0.0,0,
 10924,"RELOJ PH.(GUCCI).RAYADO,*3000.2.M/0428439.",0,40000,2004-09-01,2012-05-15,40000,0,True,False,0.0,0,
 11095,RELOJ PH.SWATCH(SR626SW).,0,50000,2005-01-03,2012-05-15,50000,0,True,False,0.0,0,
 11181,RELOJ PH.SWATCH(SR626SW/GBX2.5).,0,30000,2005-01-03,2012-05-15,30000,0,True,False,0.0,0,
 10120,"RELOJ PD.""GROVANA"".",0,20000,2005-01-31,2012-05-15,20000,0,True,False,0.0,0,
 10717,RELOJ PH.SANDOZ.HC-6026.,0,150000,2005-01-31,2012-05-15,150000,0,True,False,0.0,0,
 11738,"RELOJ PH.CITIZEN TABLERO AMARILLA,MANILLA NEGRA SERIAL NUMERO 3015500.",0,40000,2005-07-30,2012-05-15,40000,0,True,False,0.0,0,
 11760,"RELOJ PH.CITIZEN TABLERO BLANCO,TITANIUM #760015.USADO.",0,100000,2005-07-30,2012-05-15,100000,0,True,False,0.0,0,
 11939,"RELOJ PH.CITIZEN TABLERO NEGRO.MANILLA NEGRA USADO,SERIAL NUMERO 0107790.",0,20000,2005-07-30,2012-05-15,20000,0,True,False,0.0,0,
 12037,RELOJ PD.ORIENT TABLERO Y PULSO AMARILLO SERIAL NUMERO UB3M.USADO.,0,20000,2005-07-30,2006-01-28,20000,30000,True,False,0.0,0,
 12077,"RELOJ PH.SEIKO TABLERO NEGRO.MANILLA CAMBIADA,SERIAL NUMERO 682423.USADO.",0,25000,2005-07-30,2006-01-28,25000,20000,True,False,0.0,0,
 12087,"RELOJ PH.ORIENT TABLERO BLANCO,MANILLA CAMBIADA.SERIAL NUMERO HT79B4.USADO.",0,15000,2005-07-30,2012-05-15,15000,0,True,False,0.0,0,
 12155,RELOJ PH.SANDOZ MODELO HC-6026.MANILLA CAMBIADA.DIJE.,0,50000,2005-07-30,2006-01-28,50000,20000,True,False,0.0,0,
 12207,"RELOJ PD. MILITARY,TABLERO BLANCO.,ANILLA METALICA.SERIAL NUMERO 6-613.6-713.",0,30000,2005-07-30,2012-05-15,30000,0,True,False,0.0,0,
 12320,"RELOJ PD.ORIENT TABLERO Y PULSO AMARILLO,SELLO DE GARANTIA (EN ESTUCHE).",0,20000,2005-07-30,2012-05-15,20000,0,True,False,0.0,0,
 12379,"RELOJ PH.CASIO TABLERO GRIS,MANILLA AMRILLA SERIAL NUERO 2490 STR-101.USADO EN ESTUCHE.",0,30000,2005-07-30,2012-05-15,30000,0,True,False,0.0,0,
 12380,"RELOJ PH.ORIENT TABLERO BLANCO,MANILLA AMARILLA SERIAL NUMERO QBBQ-AO CS.USADO.",0,20000,2005-07-30,2012-05-15,20000,0,True,False,0.0,0,
 12474,"RELOJ PH.CHANDOR TABLERO AMARILLO,SERIAL NUMERO 10694017.USADO.",0,30000,2005-07-30,2012-05-15,30000,0,True,False,0.0,0,
 12677,"RELOJ PD.D.MARIO TABLERO BLANCO,MANILLA COMBINADA,SERIAL NUMERO 0108.USADO.EN ESTUCHE.",0,30000,2005-07-30,2012-05-15,30000,0,True,False,0.0,0,
 12742,"RELOJ PH.TABLERO BLANCO,MANILLA METALICA PELADA,SERIAL NUMERO 5094-00.USADO.",0,15000,2005-07-30,2012-05-15,15000,0,True,False,0.0,0,
 12790,RELOJ PH.CASIO MANILLA NEGRA.SERIAL NUMERO 2471.,0,40000,2005-07-30,2012-05-15,40000,0,True,False,0.0,0,
 12869,"RELOJ PH.CHANDOR TABLERO BLANCO,MANILLA METALICA SERIAL NUMERO 70E7.USADO.",0,15000,2005-12-14,2012-05-15,15000,0,True,False,0.0,0,
 12987,MINIGRABADORA SONY USADA.,0,15000,2005-12-14,2010-02-25,15000,5000,True,False,0.0,0,
 13004,"RELOJ PD.ANDREE.USADO,PELADO.",0,15000,2005-12-14,2012-05-15,15000,0,True,False,0.0,0,
 13026,"RELOJ PH.TISSOT TABLERO BLANCO,MANILLA METALICA,SERIAL NUMERO A665/765K.USADO.",0,50000,2005-12-14,2012-05-15,50000,0,True,False,0.0,0,
 13268,"RELOJ PH.CASIO TABLERO BLANCO,MANILLA COMBINADA.SERIAL NUMERO 1129.USADO.",0,30000,2005-12-14,2012-05-15,30000,0,True,False,0.0,0,
 13347,"RELOJ PH.CITIZEN TAB. Y MANILLA NEGRA,SERIAL NUMERO 075816.RAYADO.",0,40000,2005-12-14,2012-05-15,40000,0,True,False,0.0,0,
 13396,"RELOJ PH.TISSOT TABLERO BLANCO,MANILLA COMBIANADA,SERIAL NUMERO 0742.ESTUCHE.",0,100000,2005-12-14,2012-05-15,100000,0,True,False,0.0,0,
 13449,"RELOJ PD.GUCCI TABLERO BLANCO,#1500L.USADO.",0,100000,2005-12-14,2012-05-15,100000,0,True,False,0.0,0,
 13563,"RELOJ PH.TISSOT TABLERO BLANCO,MANILLA METALICA SERIAL NUMERO 52635.RAYADO.ESTUCHE.",0,70000,2006-05-11,2012-05-15,70000,0,True,False,0.0,0,
 13675,MINIRADIO SONY.ESTUCHE.USADO.,0,30000,2006-05-11,,0,0,False,False,0.0,0,
 13757,"RELOJ PH.BULOVA TABLERO Y MANILLA AMARILLA,SERIAL NUMERO 3063-5020.ESTUCHE.",0,50000,2006-05-11,2012-05-15,50000,0,True,False,0.0,0,
 13759,RELOJ PD.CITIZEN TABLERO Y MANILLA AMARILLA SERIAL NUMERO 598226.,0,60000,2006-05-11,2012-05-15,60000,0,True,False,0.0,0,
 13810,"RELOJ PH.BULOVA TABLERO BLANCO,MANILLA METALICA,RAYADO.1152G.USADO.",0,25000,2006-05-11,2012-05-15,25000,0,True,False,0.0,0,
 13970,"DISC-MAN COBY,AUDIFONOS. SERIAL NUMERO 0654004711.",0,30000,2006-05-11,,0,0,False,False,0.0,0,
 14090,"RELOJ PH.SWATCH TABLERO AMARILLA,MANILLA NEGRA.USADO.",0,30000,2006-05-11,2012-05-15,30000,0,True,False,0.0,0,
 14133,"RELOJ PD.CITIZEN TABLERO BLANCO,MANILLA AMARILLA SERIAL NUMERO 040244.USADO.",0,80000,2006-05-11,2012-05-15,80000,0,True,False,0.0,0,
 14316,"RELOJ PH.CASIO TABLERO NEGRO,MANILLA NEGRA,SERIAL NUMERO 2161.USADO.",0,50000,2006-05-11,2012-05-15,50000,0,True,False,0.0,0,
 14370,"RELOJ PH.EDOX TABLERO NEGRO,MANILLA METALICA SERIAL NUMERO 27001.USADO.",0,100000,2006-05-11,2012-05-15,100000,0,True,False,0.0,0,
 14391,"AGENDA DIGITAL SHARP.ESTUCHE,MANUAL.",0,30000,2006-08-31,2007-06-15,30000,10000,True,False,0.0,0,
 14453,RELOJ PH.SWACTH TABLERO Y MANILLA COMBINADA USADO.,0,30000,2006-08-31,2007-11-27,30000,0,True,False,0.0,0,
 14464,RELOJ PH.SWATCH TABLERO NEGRO.MANILLA NEGRA.USADO.,0,50000,2006-08-31,2006-12-30,50000,50000,True,False,0.0,0,
 14514,"RELOJ PD.GRIVANNA TABLERO BLANCO,MANILLA AMARILLA PELADA.USADO.",0,15000,2006-08-31,2007-06-02,15000,10000,True,False,0.0,0,
 14518,"RELOJ PH.SWATCH TABLERO AZUL,MANILLA METALICA,USADO.",0,80000,2006-08-31,2007-02-26,80000,40000,True,False,0.0,0,
 14685,"RELOJ PH.RAYMOND TABLERO BLANCO,SERIAL NUMERO 536150.USADO.",0,500000,2006-08-31,2007-04-20,500000,150000,True,False,0.0,0,
 14690,"RELOJ PD.LONGINES,TABLERO NEGRO,MANILLA AMARILLA,USADO,RAYADO.",0,70000,2006-08-31,2006-10-09,70000,30000,True,False,0.0,0,
 14801,RELOJ PH.ARMY  TABLERO BLANCO.USADO.,0,25000,2006-08-31,2006-10-09,25000,25000,True,False,0.0,0,
 14837,"RELOJ PH.MIDO,TABLERO CHAMPANA,MANILLA AMARILLA,SERIAL NUMERO 8419.USADO.",0,200000,2006-08-31,2006-10-09,200000,150000,True,False,0.0,0,
 14900,"RELOJ PH.PHILLIPE ANIEL,TABLERO BLANCO,MANILLA METALICA,SERIAL NUMERO 6065.USADO.",0,30000,2006-08-31,2007-03-05,30000,15000,True,False,0.0,0,
 14952,RELOJ PH.SWATCH TABLERO NEGR O Y AMARILLO. USADO.,0,20000,2006-08-31,2009-06-24,20000,10000,True,False,0.0,0,
 14968,"WALKMAN SONY,SERIAL NUMERO 189480.SIN AUDIFONOS.USADO,PELADO.",0,15000,2006-08-31,2008-10-15,15000,10000,True,False,0.0,0,
 15028,RELOJ PH.ORIENT TABLERO Y PULSO AMARILLO.SELLO GARANTIA.USADO.,0,30000,2006-11-18,2006-12-11,30000,40000,True,False,0.0,0,
 15041,"RELOJ PH.CARTIER TABLERO NEGRO,MANILLA COMBINADA,SERIAL NUMERO 23779PL.USADO.",0,100000,2006-11-18,2010-11-27,100000,20000,True,False,0.0,0,
 15044,"RELOJ PH.ORIENT TABLERO AZUL,SERIAL NUMERO TEDE-00.USADO.",0,50000,2006-11-18,2012-05-15,50000,0,True,False,0.0,0,
 15287,"GRABADORA PEQUENA SONY,MODELO #TCM-359V.USADA.",0,20000,2007-01-11,,0,0,False,False,0.0,0,
 15331,SUMADORA CASIO MODELO DR-1212.USADA.,0,50000,2007-01-11,,0,0,False,False,0.0,0,
 15332,RELOJ PD.D.MARIO TABLERO AMARILLO SERIAL NUMERO DM0104.USADO.,0,30000,2007-01-11,2012-05-15,30000,0,True,False,0.0,0,
 15340,RELOJ PH.ORIENT TABLERO NEGRO MANILLA METALICA.USADO.,0,50000,2007-01-11,2007-03-05,50000,35000,True,False,0.0,0,
 15353,"RELOJ PD.BULOVA TABLERO BLANCO,PELADO.",0,50000,2007-01-11,2012-05-15,50000,0,True,False,0.0,0,
 15367,PLANCHA VAPORELLA RIVAL.MODELO IR5405.USADO.EN CAJA.,0,15000,2007-01-11,2008-06-16,15000,5000,True,False,0.0,0,
 15440,"RELOJ PH.CASIO,TABLERO AZUL,MANILLA METALICA.USADO.",0,40000,2007-01-11,2007-05-16,40000,40000,True,False,0.0,0,
 15478,RELOJ DE BOLSILLO F.DE A.USADO.,0,30000,2007-01-11,2007-03-05,30000,15000,True,False,0.0,0,
 15693,RELOJ PH.SWATCH TABLERO Y MANILLA NEGRA.USADO.,0,50000,2007-03-02,2007-09-04,50000,20000,True,False,0.0,0,
 15753,RELOJ PH.FESTIVA TABLERO AZUL.MANILLA METALICA.RAYADO.USADO.,0,50000,2007-03-02,2007-03-31,50000,20000,True,False,0.0,0,
 15830,CAMARA SONY MODELO DSC-S40.ACCESORIOS.EN CAJA.,0,650000,2007-05-31,,0,0,False,False,0.0,0,
 15853,"RELOJ PH.ACCURIST,TABLERO AZUL,MANILLA METALICA,USADO.",0,30000,2007-05-31,2007-06-27,30000,20000,True,False,0.0,0,
 15871,JUEGO DE CUATRO LLANTAS Y RINES.RIN 17.,0,1400000,2007-05-31,,0,0,False,False,0.0,0,
 16020,RELOJ PD.MIRAGE TABLERO BLANCO.MANILLA AMARILLA.USADO.,0,80000,2007-05-31,2010-02-27,80000,20000,True,False,0.0,0,
 16026,RELOJ PH.BREITLING.MANILLA AMARILLA.,0,20000,2007-05-31,2007-08-23,20000,10000,True,False,0.0,0,
 16069,"RELOJ PH.ORIENT TABLERO NEGRO,MANILLA NEGRA.USADO.",0,20000,2007-05-31,2010-10-11,20000,10000,True,False,0.0,0,0
 16076,"RELOJ PD.BULOVA TABLERO BLANCO,MANILLA AMARILLA PELADA.",0,30000,2007-05-31,2009-07-14,30000,50000,True,False,0.0,0,
 16082,"RELOJ PD.MICHEL HERBELIN,TABLERO BLANCO,MANILLA COMBINADA E INCOMPLETA.USADO.",0,60000,2007-05-31,2008-05-12,60000,20000,True,False,0.0,0,
 16099,CAMARA FUJIFILM MODELO A330.SERIAL NUMERO 4CA33312.MEMORIA 64MB.USADA.,0,100000,2007-05-31,2007-11-19,100000,50000,True,False,0.0,0,
 16133,"RELOJ PD.D.MARIO TABLERO BLANCO,USADO.ESTUCHE.",0,25000,2007-05-31,2008-08-23,25000,15000,True,False,0.0,0,
 16195,RELOJ PH.SWATCH TAB.BLANCO.USADO.EN ESTUCHE.,0,20000,2007-05-31,2007-06-29,20000,10000,True,False,0.0,0,
 16228,RELOJ PH.SANDOZ TABLERO BLANCO.LAPICERO MONTBLANC.USADO.,0,170000,2007-05-31,2012-05-15,170000,0,True,False,0.0,0,
 16346,"RELOJ PH.MONTBLANC TABLERO BLANCO,USADO.",0,50000,2007-08-01,2012-05-16,50000,0,True,False,0.0,0,
 16358,"RELOJ PH.CYMA TABLERO BLANCO,METALICO.USADO,AVERIADO.",0,25000,2007-08-01,2008-05-10,25000,15000,True,False,0.0,0,
 16418,"RELOJ PH.CASIO TABLERO CASIO,MANILLA METALICA SERIAL NUMERO 1129.USADO.",0,30000,2007-08-01,2008-07-26,30000,10000,True,False,0.0,0,
 16429,RELOJ PH.ORIENT TABLERO BLANCO.USADO.,0,20000,2007-08-01,2010-02-25,20000,5000,True,False,0.0,0,
 16434,"*RELOJ PD D'MARIO, METALICO, DOS TONOS, N.FB1504, MICA RAYADA, USADO.",0,50000,2007-08-01,2008-09-25,50000,10000,True,False,0.0,0,
 16479,"RELOJ PH SWATCH TABLERO BLANCO, METALICO, MICA RAYADA, USADO.",0,70000,2007-08-01,2008-05-12,70000,20000,True,False,0.0,0,
 16510,"RELOJ PH MONTBLANC, TABLERO BLANCO, MANILLA NEGRA, USADO.",0,50000,2007-08-01,2007-12-26,50000,10000,True,False,0.0,0,
 16515,"RELOJ PH CITIZEN TABLERO AZUL, N.970384, MICA RAYADA, USADO..",0,30000,2007-08-01,2011-03-15,30000,10000,True,False,0.0,0,
 16572,"RELOJ PH.CITIZEN,TAB NEGRO.SERIAL NUMERO 870651.USADO.",0,50000,2007-10-06,2010-06-16,50000,20000,True,False,0.0,0,
 16759,NUEVE CDS.MUSICA VARIADA.CUATRO ESTUCHES DVS.VARIADOS.,0,100000,2007-10-06,,0,0,False,False,0.0,0,
 16915,"RELOJ PD.D.MARIO TABLERO BLANCO,MANILLA AMARILLA.USADO.",0,40000,2007-11-27,2007-12-15,40000,20000,True,False,0.0,0,
 16920,"RELOJ PH.D.MARIO TABLERO BLANCO,MANILLA METALICA.USADO.",0,40000,2007-11-27,2007-12-24,40000,40000,True,False,0.0,0,
 17009,RELOJ PD.ORIENT TABLERO Y PULSO AMARILLO.SELLO DE GARANTIA.,0,25000,2007-11-27,2009-02-09,25000,15000,True,False,0.0,0,
 17067,"RELOJ PH.SWATCH TAB.AZUL,MANILLA METALICA,USADO.",0,50000,2007-11-27,2008-12-23,50000,50000,True,False,0.0,0,
 17124,"RELOJ PH.ORIENT TABLERO BLANCO,MANILLA METALICA.USADO.",0,20000,2008-01-03,2008-05-14,20000,20000,True,False,0.0,0,
 12461,"RELOJ PH.CITIZEN ECO-DRIVE TABLERO BLANCO,MANILLA RAYADA SERIAL NUMERO 740500.USADO.",0,50000,2008-01-03,2010-03-13,50000,15000,True,False,0.0,0,
 12802,RELOJ PH.SANDOZ ZAF.MANILLA METALICA.,0,150000,2008-01-03,2008-05-13,150000,50000,True,False,0.0,0,
 12819,"RELOJ PD.D.MARIO TABLERO BLANCO,MANILLA COMBINADA.USADO.",0,80000,2008-01-03,2012-05-15,80000,0,True,False,0.0,0,
 14013,"RELOJ PH.SWACTH TABLERO NEGRO,MANILLA METALICA.USADO.",0,100000,2008-01-03,2010-05-07,100000,50000,True,False,0.0,0,
 15094,DOS DIJES.,0,30000,2008-01-03,,0,0,False,False,0.0,0,
 15387,RELOJ PH.ORIENT TABLERO GRIS.SERIAL NUMERO TAOL-C00.USADO.,0,40000,2008-01-03,2008-04-07,40000,10000,True,False,0.0,0,
 15598,"RELOJ PH.CASIO TABLERO AZUL,MANILLA METALICA,SERIAL NUMERO 3745.USSADO.",0,50000,2008-01-03,2008-11-06,50000,20000,True,False,0.0,0,0
 15785,"RELOJ PH.SWATCH TABLERO BLANCO,MANILLA METALICA.USADO.",0,100000,2008-01-03,2009-12-30,100000,20000,True,False,0.0,0,
 16557,"RELOJ PH.MIDO TABLERO Y MANILLA AMARILLA,SERIAL NUMERO 636-84299511064.USADO.EN ESTUCHE NO ORIGINAL.",0,200000,2008-01-03,2010-05-28,200000,50000,True,False,0.0,0,
 17321,"RELOJ PH.CASIO TABLERO BLANCO,MANILLA METALICA/.USADO.",0,40000,2008-02-02,2012-05-16,40000,0,True,False,0.0,0,
 17360,"RELOJ PH.SWATCH TAB.GRIS Y AZXUL,MANILLA METALICA USADO.",0,60000,2008-05-06,2009-12-30,60000,20000,True,False,0.0,0,
 17368,"RELOJ PH.CASIO,TABLERO NEGRO.MANILLA METALICA.USADO.",0,70000,2008-05-06,2011-06-08,70000,10000,True,False,0.0,0,
 17443,"TEKLEFONO CELULAR MOTOROLA,MODELO V3 BLACK.USADO.",0,90000,2008-05-06,,0,0,False,False,0.0,0,
 17473,RELOJ PH.RAYNMOND WAIL TABLERO BLANCO.MANILLA METALICA.,0,400000,2008-05-06,2012-05-16,400000,0,True,False,0.0,0,
 17559,"RELOPJ PARA HOMBRE, SANDOZ MOD. HC 6026",0,40000,2008-05-06,2009-10-31,40000,60000,True,False,0.0,0,
 17606,"TELEFONO SONY ERICSSON,.USADO.",0,150000,2008-05-06,2008-09-04,150000,30000,True,False,0.0,0,
 17629,"GAFAS RAY-BAND,USADAS,EN ESTUCHE.",0,40000,2008-05-06,2008-05-09,40000,20000,True,False,0.0,0,
 17676,"RELOJ PH.CASIO TABLERO NEGRO,MANILLA METALICA,MICA RAYADA.USADO.",0,50000,2008-05-06,2008-08-28,50000,30000,True,False,0.0,0,
 17703,RELOJ PH.CASIO TABLERO NEGRO.MANILA NEGRA.SERIAL NUMERO 8200.USADO.,0,30000,2008-05-06,2008-06-24,30000,20000,True,False,0.0,0,
17543A,RELOJ CASIO,0,30000,2008-05-06,,0,0,False,True,0.0,0,0
17331A,RELOJ MIDO COMANDER,0,150000,2008-05-06,2010-05-28,150000,50000,True,True,0.0,0,
 17844,"RELOJ PH.BULOVA TABLERO BLANCO.MANILLA METALICA,LAPICERO MONTBLANC,USADO.",0,100000,2008-07-01,2010-05-31,100000,20000,True,False,0.0,0,
 17890,"CAMARA DIGITAL BENQ.CON CABLE.SIN TARJETA,SIN CARGADOR.USADO.",0,40000,2008-07-01,2008-10-06,40000,60000,True,False,0.0,0,0
 17944,"RELOJ PH.ORIENT TABLERO GRIS,MANILLA METALICA,SERIAL NUMERO VD02-000.RAYADO.",0,50000,2008-07-01,2011-08-18,50000,5000,True,False,0.0,0,
 18050,"RELOJ PH.RAYMOND WEIL TABLERO NEGRO,AMNILLA NEGRA.USADO.",0,200000,2008-09-10,2008-10-03,200000,30000,True,False,0.0,0,
 18071,"RELOJ OH.CASIO TABLERO BLANCO,MANILLA AZUL,USADO.",0,30000,2008-09-10,2010-05-28,30000,10000,True,False,0.0,0,
 18085,"TELEFONO MOTOROLA V3,SIN SIM.USADO.",0,90000,2008-09-10,2008-09-29,90000,25000,True,False,0.0,0,
 18098,"RELOJ PH.CASIO TABLERO GRIS MANILLA METALICA,USADO.SERIAL NUMERO 1215.",0,50000,2008-09-10,2010-09-28,50000,10000,True,False,0.0,0,
 18127,"RELOJ PH.CASIO.TABLERO NEGRO.MANILLA METALICA,USADO.",0,50000,2008-09-10,2009-06-10,50000,30000,True,False,0.0,0,
 18173,"RELOJ PH.SWATCH TAB.GRIS,USADO.",0,100000,2008-09-10,2012-05-16,100000,0,True,False,0.0,0,
 18185,RELOJ PH.D.MARIO TABLERO Y PULSO AMARILLO.USADO.ESTUCHE.,0,100000,2008-09-10,2008-12-30,100000,30000,True,False,0.0,0,
 18250,"RELOJ PH.D.MARIO TABLERO BLANCO,MANILLA METALICA,USADO.",,200000,2008-10-03,2008-12-05,200000,80000,True,False,0.0,,
 18251,"RELOJ PH.SWACHT TABLERO Y MANILLA GRIS,USADO.",,40000,2008-10-03,2010-06-30,40000,30000,True,False,0.0,,
 18262,"RELOJ PH.ORIENT,TAB.AMARILLO MANILLA CAMBIADA.USADO.",,50000,2008-10-03,2009-10-31,50000,20000,True,False,0.0,,
 18266,"RELOJ PH.TISSOT TABLERO BLANCO,MANILLA NEGRA,USADO.",,50000,2008-10-03,2011-01-29,50000,15000,True,False,0.0,,
 18293,"RELOJ PH.MIDO TABBLERO AMARILLO,MANILLA CAMBIADA.SERIAL NUMERO 4541.USADO.",,250000,2008-10-03,2010-05-28,250000,50000,True,False,0.0,,
 18331,"RELOJ PH.D.MARIO TABLERO NEGRO,MANILLA NEGRA,SERIAL NUMERO 4012.USADO.",,50000,2008-10-03,2008-10-25,50000,20000,True,False,0.0,,
 17299,TELEFONO MOTOROLA USADO.,,50000,2008-10-03,,,,False,False,0.0,,
 17362,"COMPUTADOR COMPAQ PRESARIO,DISCO DURO DE 160 Y MEMORIA RAM DE 512 GB.MONITOR PANTALLA PLANA DE 17 PULGADAS,TECLADO,MAUSE Y CLABLES.CAJA",,500000,2008-10-03,,,,False,False,0.0,,
 16724,"RELOJ PH.D.MARIO TABLERO BLANCO,MANILLA AMARILLA,SERIAL NUMERO 3180.USADO.",,50000,2008-10-15,2008-11-21,50000,20000,True,False,0.0,,
 16798,RELOJ PH.CITIZEN TABLERO BLANCO.USADO.,,35000,2008-10-15,2009-07-14,35000,15000,True,False,0.0,,
 17267,RELOJ PGH.SWATCH TAB.CROMADO Y NEGRO.MANILLA METALICA.USADO.,,50000,2008-10-15,2012-02-01,50000,0,True,False,0.0,,
 18378,PESA DIGITAL (TANITA).,,60000,2008-11-28,,,,False,False,0.0,,
 18433,"RELOJ PH.RAYMOND WEIL TABLERO BLANCO,MANILLA METALICA,USADO.",,400000,2008-11-28,2012-05-16,400000,0,True,False,0.0,,
 18446,"RELOJ PH.TISSOT TABLERO BLANCO,MANILLA METALICA,USADO.",,70000,2008-11-28,2012-05-16,70000,0,True,False,0.0,,
 18472,"REOLOJ PH.ORIENT TABLERO Y PULSO AMARILLO,USADO.",,25000,2008-11-28,2009-07-25,25000,15000,True,False,0.0,,
 18477,"RELOJ PH.SWATCH TAB CURUBA,MICA RAYADA.USADO.",,30000,2008-11-28,2008-12-27,30000,10000,True,False,0.0,,
 18556,"RELOJ PD.D.MARIO TABLERO BLANCO,MANILLA METALICA.USAADO.",,80000,2008-11-28,2012-05-16,80000,0,True,False,0.0,,
 18866,TELEFONO NOKIA SIN SIM.CON CARGADOR.USADO.,,60000,2009-01-29,,,,False,False,0.0,,
 18970,"RELOJ PH.SWATCH TABLERO BLANCO,USADO.",,50000,2009-05-26,2012-05-16,50000,0,True,False,0.0,,
 19090,LAPICERO MONTBLANC.USADO.,,40000,2009-05-26,,,,False,False,0.0,,
 19130,"TALADRO DEWALT 1/2 SIN LLAVE,USADO.",,80000,2009-05-26,,,,False,False,0.0,,
  4809,RELOJ PH.CITIZEN.404323.PULSO PLASTICO.,,30000,2009-07-08,2012-05-15,30000,0,True,False,0.0,,
 17857,"RELOJ PH.D.MARIO TABLERO NEGRO,USADO.",,60000,2009-07-08,2012-05-16,60000,0,True,False,0.0,,
 18054,"RELOJ PH.ARMY TABLERO BLANCO,MANILLA CAMBIADA.USADO.",,50000,2009-07-08,2012-05-16,50000,0,True,False,0.0,,
 18313,"TELEFONO CELULAR SAMSUNG,USADO,SIN SIM.",,100000,2009-07-08,,,,False,False,0.0,,
 18512,"RELOJ PD.EDOX TABLERO GRIS,MANILLA NEGRA.USADO.",,250000,2009-07-08,2012-05-16,250000,0,True,False,0.0,,
 18828,"TELEFONO CELULAR SONY ERICSSON,SIN SIM,USADO.",,60000,2009-07-08,,,,False,False,0.0,,
 19482,RELOJ PH.FESTINA TAB AMARILLO MANILLA CAMBIADA.#101-862B LAïPICERO CARTIER USADO.,,500000,2009-07-08,2012-05-16,500000,0,True,False,0.0,,
 19586,RELOJ PH.ORIENT TABLERO Y MANILLA AMARILLA.USADO.#760352.,,30000,2009-09-04,2012-05-16,30000,0,True,False,0.0,,
 19676,"*RELOJ PD BULOVA TABLERO BLANCO ,PULSO GRIS N 1875",,60000,2009-09-04,2012-05-16,60000,0,True,False,0.0,,
 19721,"RELOJ PH.TISOT TAB.BLANCO,PULSO METALICA.USADO.",,50000,2009-09-04,2012-05-16,50000,0,True,False,0.0,,
 19773,"RELOJ PD.D.MARIO TABLERO BLANCO,MANILLA COMBINADA.USADO.",,30000,2009-09-04,2012-05-16,30000,0,True,False,0.0,,
 20077,"RELOJ PH.D.MARIO TABLERO BLANCO,USADO.",,80000,2009-09-04,2012-05-16,80000,0,True,False,0.0,,
 20087,"RELOJ PH.MAURICE FERRE,USADO.",,30000,2009-09-04,2012-05-16,30000,0,True,False,0.0,,
 20213,"RELOJ PH.MIDO,MANILLA CAMBIADA.USADO.#9668767.",,100000,2009-10-07,2012-05-16,100000,0,True,False,0.0,,
 20299,"RELOJ PD.D,MARIO TAB,BLANCAO.MANILLA AMARILLA,USADO.",,50000,2009-10-07,2010-02-27,50000,20000,True,False,0.0,,
 20393,RELOJ PH.SWATCH TAB.NEGRO.MANILLA METALICA USADO.,,35000,2009-10-07,2010-08-19,35000,25000,True,False,0.0,,
 20408,"RELOJ PH.SWATCH TABLERO NEGRO,MANILLA GRIS,USADA EN ESTUCHE.",,100000,2009-10-07,2010-04-30,100000,20000,True,False,0.0,,
 20313,"CAMARA DIGITAL SONY.MODELO DSC-S600.EN CAJA,USADA.",,70000,2010-02-03,,,,False,False,0.0,,
 20423,"RELOJ PD.D.MARIO TABLERO PERLA MANILLA AMARILLA,USADO #FA1518.",,50000,2010-02-03,2010-02-27,50000,20000,True,False,0.0,,
 20435,HERRAMIENTAS (17 PIEZAS).,,60000,2010-02-03,,,,False,False,0.0,,
 20697,"RELOJ PH.SWATCH TABLERO AZUL,MANILLA METALICA USADO.",,50000,2010-02-03,2010-03-25,50000,20000,True,False,0.0,,
 20850,"RELOJ PH.SWATCH TABLERO AZUL,MANILLA AZUL,USADO.",,50000,2010-02-03,2010-11-27,50000,20000,True,False,0.0,,
 20940,"RELOJ PH.RADO TABLERO NEGRO,MANILLA METALICA,USADO.",,100000,2010-02-03,2010-03-25,100000,10000,True,False,0.0,,
 21400,"CAMARA DE VIDEO SAMSUNG MODELO SC-D363,USADA,CABLES Y CARGADOR.",,150000,2010-02-03,2010-02-10,150000,50000,True,False,0.0,,
 21474,"RELOJ PD.BULOVA TAB.BLANCO,MANILLA COMBIANA USADO.",,70000,2010-02-03,2012-05-16,70000,0,True,False,0.0,,
 21597,CUATRO RELOJES FESTINA (2).TED LAPIDUS Y D.MARIO.USADOS.,,100000,2010-02-03,2012-05-19,100000,0,True,False,0.0,,
 21775,"RELOJ PH.MIRAGE TABLERO NEGRO,MANILLA METALICA.",,10000,2010-02-03,2011-10-10,10000,10000,True,False,0.0,,
 20104,"RELOJ PH.RAYMOND WEIL TABLERO NEGRO,USADO.",,100000,2010-07-30,2012-05-16,100000,0,True,False,0.0,,
 21848,CUADRO USADO.NEW YORK.,,20000,2010-07-30,,,,False,False,0.0,,
 21893,"RELOJ PH.CASIO,TABLERO BLANCO,MANILLA METALICA,USADO.",,30000,2010-07-30,2011-07-15,30000,10000,True,False,0.0,,
 22189,"DVD SAMSUNG,CON CONTROL REMOTO,CABLES,USADO.",,30000,2010-07-30,,,,False,False,0.0,,
 22207,"TELEFONO NOKIA MODELO 6822.CON ACCESORIOS, EN CAJA.",,60000,2010-07-30,,,,False,False,0.0,,
